id,nice_facility,friendly_host,flexible_time,adequate_amenity,convenient_tranposrtation,highly_recommended,easy_acess,prepare_essentials,match_description,nice_neighborhood,good_location,like_home
13375642,7,5,2,1,0,13,8,9,1,0,0,2
20291879,4,0,1,3,2,2,6,2,2,1,1,0
19931560,8,1,1,1,0,13,16,4,2,2,3,5
9078187,109,43,44,37,64,170,184,108,28,80,40,31
3793161,8,3,3,5,7,12,12,7,1,1,4,8
7144145,148,52,64,80,49,147,137,102,18,66,56,61
13693433,6,5,6,1,1,17,11,11,1,2,3,0
16202302,52,17,22,23,17,85,82,49,16,17,20,15
7350284,59,8,9,33,20,33,49,16,5,23,12,18
10212685,123,72,56,63,83,212,234,152,31,86,54,67
13398837,15,6,4,17,6,24,39,8,5,5,11,2
14421313,3,2,0,2,2,6,5,4,2,2,2,2
14284950,28,9,19,20,10,50,34,32,14,19,19,10
17665855,8,4,6,8,5,9,12,8,4,6,5,5
44096,196,59,83,67,58,209,216,154,32,67,52,81
8506867,1,1,0,0,0,3,5,1,0,0,1,0
20286627,2,2,1,0,0,13,7,6,0,1,1,2
17858817,0,0,0,1,0,0,0,0,0,0,2,0
19784085,9,3,2,6,4,11,8,3,1,4,5,3
6016379,48,26,36,22,22,82,71,56,10,24,24,47
4820897,34,20,15,11,12,64,53,41,6,16,19,20
2151106,14,8,13,11,11,34,52,18,11,13,9,10
16225279,10,9,2,7,3,11,11,5,1,3,7,10
14839943,50,21,29,19,25,80,90,50,15,27,32,23
16378809,0,1,0,0,0,1,1,0,0,0,2,0
5955634,31,23,17,13,31,89,101,56,10,39,17,19
18944834,9,5,6,4,1,9,10,13,1,1,4,2
13397167,68,31,19,28,36,89,89,57,11,35,24,32
20270692,7,0,0,0,0,1,1,1,0,0,0,0
99913,29,15,5,8,10,40,39,28,4,6,10,14
17513491,20,8,10,11,12,30,33,22,2,13,6,1
4350688,9,9,8,4,6,23,22,20,2,10,9,10
13278282,2,6,3,0,0,8,13,2,0,0,12,1
15191740,11,3,6,5,2,16,19,9,2,6,2,8
15797728,48,27,29,16,14,83,72,56,15,12,27,26
16636318,44,11,11,37,10,41,42,21,9,15,15,12
20015326,4,3,2,2,4,8,5,6,2,3,3,0
4983264,27,15,12,16,14,39,46,29,3,15,7,12
18177610,10,4,3,6,5,22,25,16,8,5,9,4
20001671,26,11,5,7,0,30,20,28,2,0,5,15
19848559,9,5,8,4,13,13,15,6,1,6,7,6
19858046,3,4,2,0,1,6,6,5,1,5,3,0
9490959,17,14,8,5,10,41,38,19,1,12,15,6
9022118,0,0,0,0,0,0,0,0,0,0,0,0
1329559,45,30,26,21,15,95,101,47,12,21,35,60
5031178,134,110,101,68,112,262,253,198,47,116,129,116
9806843,6,1,4,0,3,5,5,10,0,4,1,1
17029482,11,9,1,2,0,26,23,10,2,4,7,1
13354757,9,9,6,8,1,21,18,16,0,3,11,6
10625484,24,11,11,11,6,39,40,21,5,10,9,11
4707057,1,1,3,0,3,4,8,0,0,3,1,0
15535199,44,23,23,8,24,95,85,69,14,23,30,19
17899730,18,10,10,4,6,26,28,23,5,7,8,2
18617676,3,0,0,1,0,6,6,4,0,0,0,3
4708314,5,3,3,7,5,4,4,4,1,0,4,0
10133534,3,0,0,0,0,4,3,3,1,0,0,4
13082805,67,46,21,28,23,94,70,95,16,24,27,70
16099052,8,3,1,1,0,13,9,11,4,2,0,2
834190,476,285,294,288,214,802,773,705,127,242,314,489
14233670,1,2,0,0,0,9,11,0,1,0,2,0
19583497,0,0,0,0,0,0,0,1,0,0,0,1
13386360,1,1,0,1,0,8,4,2,0,0,1,0
8274516,69,26,32,31,30,81,76,61,12,19,25,26
15720448,21,14,3,13,7,40,32,25,4,5,12,7
16148973,16,5,5,7,4,15,17,16,3,4,3,7
19763707,13,6,9,3,2,27,28,12,3,3,5,7
14821118,39,19,18,22,11,84,75,53,5,12,16,7
546573,53,19,33,21,36,82,102,54,13,36,25,27
287408,73,26,34,28,30,123,128,92,22,38,31,53
10188546,1,0,0,1,0,2,2,0,0,2,0,1
510543,13,11,4,13,3,26,22,14,6,6,4,5
20445845,1,0,0,1,0,1,2,0,1,0,0,0
6602683,1,1,1,0,0,3,6,2,0,2,1,2
19964070,1,0,0,0,0,2,2,0,1,0,0,0
13466842,42,20,22,10,27,62,56,49,11,25,23,28
19720270,9,6,7,5,2,17,9,11,1,4,2,6
16182780,5,4,2,2,0,7,7,5,2,0,2,0
19644363,5,1,1,0,0,5,3,3,1,1,2,0
14501500,18,18,9,7,11,59,58,33,13,9,14,30
15257760,59,43,37,23,23,140,136,104,21,24,38,23
20427376,1,0,1,0,1,5,5,3,0,2,4,0
12469563,23,9,9,7,7,24,35,15,3,7,8,7
7938424,1,3,2,0,1,5,5,2,0,1,3,3
16163275,14,5,4,2,6,17,11,17,4,6,2,6
378460,15,5,17,10,10,29,33,23,1,10,11,4
6607833,11,4,2,4,4,11,6,8,1,5,2,2
4671824,30,12,14,18,6,41,36,24,3,7,6,18
15299748,2,0,1,1,1,5,4,4,0,1,1,1
16893030,8,5,1,0,1,18,10,7,3,1,7,2
645173,30,11,8,29,4,31,33,15,10,7,10,7
5914715,0,1,0,0,0,2,1,1,0,0,3,3
9615504,2,2,4,2,0,8,4,6,0,2,5,2
16256546,4,0,2,0,2,5,5,3,1,3,0,2
705997,15,4,7,7,8,24,16,21,5,10,3,5
7222354,3,2,1,1,0,4,4,3,0,1,3,1
20555538,10,2,4,5,2,3,4,4,0,0,1,2
20151993,2,0,0,0,0,2,5,1,0,0,2,0
14699,3,1,2,2,1,5,6,5,1,4,1,1
14961139,6,3,7,4,3,6,9,2,0,2,6,1
6462192,13,3,1,6,5,29,25,12,3,8,8,9
13126457,38,19,17,11,41,52,51,44,7,23,18,9
14141674,3,4,1,2,1,9,6,5,0,2,2,2
160994,95,64,57,63,65,197,220,120,34,70,54,46
1535590,230,57,68,96,62,202,202,149,34,82,53,37
13332363,1,0,0,0,3,1,13,3,1,6,0,0
13605065,7,5,0,1,2,10,10,4,0,1,7,1
20517481,1,1,0,0,1,2,0,2,0,1,0,0
8902110,5,3,2,3,8,10,11,7,1,5,4,2
15988664,15,3,3,0,4,28,17,16,2,6,4,1
6141401,153,74,73,63,63,276,247,169,43,50,62,58
4051643,1,1,2,0,1,3,0,2,0,1,2,0
387735,107,54,65,75,52,261,244,133,46,51,55,33
7500903,1,2,1,2,0,1,2,3,0,1,1,1
16982938,4,0,2,0,0,4,4,3,1,1,0,1
369411,272,122,123,106,107,469,470,268,77,132,99,153
18134937,23,12,11,3,4,53,52,28,5,7,19,8
99070,276,100,133,116,87,294,260,270,42,97,111,252
9279049,56,25,22,16,26,67,52,71,10,26,31,42
20188858,10,1,0,3,0,11,9,3,2,1,2,2
7844193,5,3,2,1,1,5,3,5,3,2,0,0
9973680,0,0,0,0,0,1,2,0,0,0,0,0
17122550,43,13,10,19,26,61,57,38,6,19,14,14
1349187,5,0,1,3,2,5,6,3,1,1,3,1
10205130,16,14,8,5,9,42,44,21,10,7,15,11
17990823,4,2,1,1,0,5,6,5,1,1,1,1
9788435,30,13,11,8,28,45,69,31,12,20,12,11
8239352,95,24,24,52,21,85,97,50,23,21,20,25
9216815,18,3,4,11,6,13,12,10,3,5,3,1
6541214,0,0,0,0,1,0,0,0,0,0,1,0
15782300,99,24,23,40,29,99,91,59,28,18,31,18
7480520,53,40,15,15,17,127,132,78,19,22,39,24
6688119,1,0,0,1,0,1,0,1,1,1,0,3
468646,139,97,93,68,92,351,328,242,54,73,98,67
16928,86,42,37,34,28,148,168,93,13,40,37,59
19103843,0,1,1,0,0,1,1,1,0,0,1,0
11084417,6,4,2,5,0,12,7,4,3,1,3,4
9945496,17,15,14,9,14,46,54,31,9,13,14,14
444171,6,2,4,2,3,6,11,6,3,6,1,1
17149950,2,1,0,0,0,1,2,0,0,0,1,0
10232553,23,17,10,5,14,62,77,42,14,12,12,14
12891190,70,34,31,20,22,122,116,83,25,33,30,17
16051694,0,2,3,0,1,6,8,5,1,2,2,4
9844239,6,1,0,2,9,11,11,5,4,5,4,0
18898251,12,5,2,6,1,23,18,14,2,2,3,4
4498367,16,10,3,6,6,29,33,8,4,6,9,8
16336497,2,0,0,0,0,5,4,1,2,0,0,0
9541103,15,4,6,5,2,13,18,7,1,3,2,8
12211396,7,2,0,1,2,8,1,6,0,2,0,1
7841464,5,3,0,1,0,6,4,4,0,2,0,0
19137944,7,3,2,1,3,11,14,8,2,0,2,5
16160189,22,9,7,12,7,24,27,17,3,10,8,13
10725897,93,34,17,26,23,112,95,73,5,30,27,24
8355155,5,2,5,1,3,10,9,3,1,1,2,3
9491126,0,1,0,0,0,1,1,0,0,0,2,0
16601191,17,6,7,9,6,32,27,20,2,4,3,2
7535791,2,3,4,2,0,6,5,3,1,1,4,2
16086666,50,19,8,12,10,75,70,37,16,9,19,23
9695932,0,2,1,2,0,1,0,1,1,0,1,0
7932792,3,5,1,5,3,11,8,8,1,6,5,6
12656474,69,18,13,24,21,68,80,48,15,28,17,22
18314930,13,3,4,7,2,14,20,3,2,1,5,3
20715101,2,2,1,1,0,7,3,4,0,0,1,0
4813712,8,5,4,6,5,22,29,8,9,8,6,2
6051044,119,35,37,65,43,94,119,71,26,30,33,48
15127608,2,0,0,0,0,1,1,0,1,0,0,0
1148144,6,2,0,6,3,4,6,1,0,2,5,0
9119456,33,15,29,21,9,37,30,35,3,2,9,8
13885247,10,9,5,8,5,26,22,19,4,3,2,6
6786761,97,33,36,62,18,127,135,73,23,29,26,23
16499274,6,4,1,0,1,14,14,12,1,4,3,2
609213,10,6,2,5,2,14,21,9,7,5,2,4
20270259,2,0,0,0,0,1,1,0,0,1,0,0
14932930,18,23,18,16,15,54,58,45,9,23,12,7
17155092,35,10,12,26,15,41,46,28,4,15,16,7
20278184,6,1,2,3,3,7,5,6,0,1,1,5
1474752,10,4,3,4,2,25,22,10,2,7,5,3
98663,27,18,21,14,14,62,52,37,11,9,18,20
7518967,13,8,4,5,10,23,23,13,5,10,3,4
86215,178,74,45,65,68,293,270,184,54,81,59,43
9698691,2,1,0,0,0,4,5,1,0,0,2,0
15345541,13,5,1,0,1,17,9,12,1,1,2,0
4856222,40,22,9,19,14,68,87,31,13,14,21,15
12566413,2,5,1,2,0,8,6,5,1,2,4,10
4466644,252,75,90,72,67,274,275,157,63,68,63,90
10083973,80,42,32,26,24,140,128,74,19,26,36,40
189732,301,120,140,89,152,316,275,292,42,115,139,151
188803,6,2,4,4,0,1,4,3,1,2,0,1
10647977,18,15,12,5,16,43,42,31,5,12,7,13
16012941,0,2,1,1,3,6,7,2,0,2,0,1
14925244,24,16,6,10,13,28,30,36,10,15,14,18
20965965,1,1,0,0,0,2,0,2,0,0,0,0
16438800,1,0,0,1,0,0,1,0,0,0,0,0
7729018,56,25,15,26,16,75,74,42,14,19,18,12
17432700,7,2,4,3,3,9,4,5,0,0,5,0
20476379,18,2,1,0,2,25,30,11,9,3,5,6
18324608,2,7,1,1,0,11,12,0,1,0,14,2
5990467,164,63,56,94,48,176,201,123,30,66,44,81
17187785,48,16,21,32,18,67,67,42,9,21,22,16
2051013,6,11,7,1,17,26,30,15,7,17,8,3
2663243,6,1,2,0,1,10,11,4,2,2,0,1
18377688,18,7,21,17,10,41,49,19,9,5,9,10
5328461,22,8,22,23,17,37,63,19,8,19,16,14
9107772,21,15,7,5,8,38,35,24,7,7,9,9
11984115,1,2,1,0,0,5,4,1,0,0,3,1
20026821,1,0,0,0,0,2,3,0,1,0,1,0
15944,114,66,62,70,52,168,165,145,22,73,59,88
59431,21,14,5,9,12,25,23,30,4,13,13,12
4575369,10,14,5,3,4,28,28,20,2,5,8,7
20236280,10,2,1,1,1,13,9,13,1,0,5,4
6504972,21,5,12,11,8,27,28,14,4,10,10,12
19431100,1,1,0,0,0,3,6,0,0,0,1,0
18191966,3,2,0,2,4,6,5,2,0,3,3,0
20720916,7,0,4,3,1,2,5,1,3,2,1,1
15343612,10,7,1,3,4,25,23,13,3,6,5,5
19123146,3,2,0,0,0,5,3,3,0,0,3,0
20401541,0,0,0,0,0,0,0,0,0,0,0,0
20529760,0,0,0,0,0,0,2,1,0,1,0,0
5309217,0,2,0,1,2,4,2,4,0,0,0,2
20783233,4,0,1,0,1,1,6,0,0,3,0,2
16297415,4,1,0,3,3,7,6,5,0,3,3,0
4129992,6,4,4,1,12,9,9,12,2,10,9,13
14291120,17,10,13,3,3,25,21,16,4,6,10,16
9011614,2,1,0,1,0,2,1,1,1,0,0,4
18729461,0,1,0,0,0,1,1,0,0,0,2,0
9840280,15,11,4,5,8,37,36,14,3,9,9,10
8272327,20,9,7,12,5,22,26,15,4,11,7,10
14138031,79,34,31,19,31,110,92,77,22,28,33,14
20199520,1,3,0,1,0,4,3,3,0,0,3,0
17751338,3,4,2,0,1,10,6,7,0,2,6,0
1891118,10,8,4,8,2,24,19,13,5,3,7,10
19516485,6,4,0,0,2,9,3,6,1,1,1,2
9826822,2,1,0,2,0,5,10,1,1,0,1,0
521038,15,3,2,2,6,14,14,6,5,8,7,4
4795485,4,4,1,4,3,7,9,6,2,5,5,5
17286647,14,1,2,2,1,14,15,11,5,1,2,2
17444704,7,3,2,2,4,7,9,5,2,5,2,2
20837481,2,2,2,1,0,6,6,1,0,0,3,0
11305043,0,1,0,0,0,1,1,0,0,0,2,0
4261693,317,129,132,145,83,476,469,326,50,71,129,158
20556938,3,2,0,0,0,7,3,4,0,0,0,1
839336,201,90,75,70,60,367,382,226,76,91,101,43
16103920,0,0,0,0,0,0,0,0,0,0,0,0
2537383,30,35,24,15,28,72,71,40,4,22,42,47
9540193,21,8,8,8,17,31,34,23,5,14,11,10
3585974,32,23,11,26,18,56,44,47,7,16,22,23
13676632,0,1,0,0,0,4,5,1,0,0,1,0
1449263,1,0,0,0,0,3,3,0,0,0,0,0
14787323,41,16,15,18,28,57,57,51,10,29,14,16
6955851,91,35,17,30,15,125,108,58,13,19,41,45
5571703,128,32,40,44,47,111,111,73,10,45,46,40
12425266,28,6,10,9,13,20,36,17,4,10,7,10
2856770,32,10,14,13,22,46,68,30,14,18,17,3
20557017,0,7,0,0,2,7,6,3,0,3,13,0
10318395,15,14,10,9,2,30,29,18,8,4,5,17
19956393,3,1,0,0,0,5,2,3,1,0,1,0
1251681,13,0,2,3,5,6,6,3,3,5,0,3
4707959,9,1,1,3,0,11,14,7,5,2,6,2
3563047,91,34,45,38,14,176,181,113,12,36,55,20
6993958,113,33,34,63,29,123,111,79,17,37,46,37
9675064,145,78,83,48,43,205,146,178,23,32,67,124
810830,79,39,24,72,29,114,105,78,7,30,34,35
9507521,6,2,2,3,1,7,7,2,2,1,2,0
19410331,4,7,4,2,5,15,14,5,1,5,11,1
20800994,0,1,0,0,1,1,0,1,0,0,0,0
3789400,1,0,0,0,0,1,2,1,0,1,2,1
6839938,22,20,15,15,15,43,48,30,11,15,23,7
3841113,34,16,13,19,26,59,55,32,6,24,10,19
16162933,54,22,30,27,25,77,57,55,11,26,25,26
19858412,7,2,2,0,0,7,8,7,2,4,2,2
13542287,1,1,2,8,0,2,3,1,0,4,3,0
16984336,15,4,4,12,6,20,34,6,2,2,6,22
3710162,5,1,3,3,2,13,17,3,2,3,3,3
13079618,4,0,1,0,0,3,4,2,1,1,1,0
1979506,1,2,0,0,1,3,4,2,1,0,1,1
328693,158,102,75,59,84,337,405,190,61,99,78,64
7218561,7,2,3,4,1,8,10,4,0,2,3,4
4121801,4,2,1,2,1,6,7,3,1,2,3,0
19242137,7,2,2,4,2,15,20,6,2,1,1,8
19591602,5,3,0,4,0,10,9,6,0,1,2,3
16426121,22,15,8,6,9,48,39,25,8,11,14,2
8937240,36,22,12,20,24,71,68,47,12,24,19,14
7725573,0,0,0,0,0,0,2,0,0,0,0,0
7698407,0,1,0,0,0,1,1,0,0,0,2,0
9174208,6,0,3,4,5,6,8,6,1,6,2,1
2876055,99,33,36,23,30,141,109,94,20,27,30,28
9714479,24,14,17,12,11,45,36,37,8,22,10,17
14153230,108,36,25,82,32,104,95,66,26,21,28,19
19199353,3,2,4,3,2,10,10,4,2,0,3,1
4909080,58,10,30,30,24,51,71,41,14,30,28,17
6748973,1,2,2,0,0,3,6,1,0,0,2,1
4296291,120,35,47,49,43,132,147,98,16,43,34,61
13864414,23,12,7,8,10,49,42,39,5,7,11,6
12855537,8,0,0,1,2,6,8,3,2,3,0,0
15050192,5,2,3,2,0,5,10,4,0,2,4,1
2243081,9,2,6,3,0,7,9,5,0,2,1,0
3898329,8,6,3,0,2,23,16,10,2,2,3,3
7346434,2,0,0,2,0,3,3,1,0,1,2,2
20770559,2,0,0,0,0,1,1,1,0,0,0,0
12004175,0,1,0,0,0,1,1,0,0,0,2,0
6238781,77,22,31,35,37,131,143,73,18,30,40,21
20817888,0,0,0,0,0,0,1,0,0,0,0,0
7286324,125,42,33,50,55,142,128,91,22,52,29,39
2679171,138,53,71,77,83,175,167,114,26,64,48,73
5856783,2,1,0,0,0,1,4,0,0,1,1,1
6784207,76,24,22,34,18,88,96,52,22,37,19,23
17266255,6,4,3,2,3,17,11,10,1,2,3,0
19057006,8,1,1,3,2,6,2,3,3,1,0,0
9826494,0,0,0,1,0,0,0,0,0,0,0,0
9976626,1,0,0,0,0,0,4,0,1,1,1,1
8411390,10,2,4,2,3,12,14,10,2,3,3,6
18194759,3,2,2,1,0,12,8,7,0,0,0,1
13175122,35,11,18,17,10,33,28,23,2,5,12,9
16656718,1,0,0,0,2,0,3,0,0,1,0,0
9804626,30,22,19,25,15,71,76,47,9,18,26,13
13923165,0,1,2,0,0,2,2,4,0,1,1,2
385657,9,1,2,5,0,11,10,4,0,4,5,7
11801800,4,4,5,1,1,11,6,8,1,1,1,5
9652949,103,34,25,61,23,98,96,68,14,38,36,34
17298736,33,13,5,10,11,46,66,25,10,8,18,5
10192593,3,0,0,1,0,3,4,1,0,1,0,3
15205941,41,18,11,18,17,52,48,34,5,17,7,10
2563611,225,154,138,109,121,334,343,258,42,118,146,163
431865,6,11,6,3,7,16,16,13,2,3,9,6
3171070,7,3,0,1,1,5,5,3,0,2,0,0
6599302,6,1,2,2,5,5,8,3,1,6,1,2
11191242,16,8,10,9,3,39,39,23,4,1,7,9
14984002,5,3,1,0,2,10,6,3,0,0,8,0
16320023,37,6,8,12,11,38,45,18,9,14,6,4
640589,0,0,0,0,0,0,0,0,0,0,2,0
11720130,2,4,0,2,1,5,2,7,1,0,1,2
9855876,4,0,1,3,1,3,6,1,1,2,2,0
16380794,49,17,18,16,9,83,67,60,9,15,19,12
1788754,38,18,30,47,17,83,86,45,15,25,23,20
19692726,13,7,3,6,16,30,33,14,7,17,7,7
19108412,46,16,14,19,13,48,58,31,15,12,19,9
20817201,4,0,0,1,0,3,4,0,0,1,3,0
6170979,64,29,24,30,36,101,116,66,24,53,25,23
7615409,25,15,8,5,5,46,43,26,4,7,17,4
15701856,50,12,15,22,20,53,65,31,16,24,15,16
16040291,12,5,1,5,5,12,14,5,2,4,3,3
6954288,4,4,1,1,0,9,8,8,1,3,2,0
13243946,0,1,0,0,0,1,1,0,0,0,2,0
10527486,14,13,12,11,4,40,39,18,3,8,15,8
11638070,2,1,1,0,0,4,4,2,0,0,0,1
17039086,11,6,4,7,8,16,21,14,3,7,2,2
7789850,151,51,39,97,36,137,141,85,20,48,47,41
17123353,22,12,6,8,11,31,30,36,8,14,14,14
16147720,68,29,21,17,23,102,72,69,12,25,31,41
12669490,48,29,19,14,14,80,57,48,10,11,16,26
15846191,17,10,11,6,7,37,32,30,1,10,6,7
16613167,4,1,5,1,1,8,10,3,0,1,2,1
8956253,21,17,22,15,23,45,54,37,7,25,16,23
4490104,40,28,26,20,14,104,96,67,11,23,21,26
16455256,39,8,25,18,13,68,53,40,13,15,11,9
12813206,10,9,9,6,3,20,16,18,3,4,7,3
3881808,14,15,9,4,10,39,42,27,9,9,7,11
16230581,4,3,1,1,2,5,1,9,0,3,2,0
17559271,2,4,4,2,2,8,10,5,2,0,6,2
13688372,49,13,11,22,12,69,65,37,18,18,15,22
20692462,0,0,0,0,0,0,0,0,0,0,0,0
9936873,3,0,3,0,2,3,3,3,2,1,1,0
20425419,3,1,1,6,2,4,5,5,1,2,1,1
14113893,66,19,31,37,18,55,55,51,14,26,20,12
9477489,38,24,21,14,11,73,77,62,17,18,20,16
21007292,1,2,0,0,1,6,3,2,0,1,1,1
6950477,1,2,3,1,2,7,5,5,0,4,4,2
531091,309,123,130,92,179,425,426,300,77,179,141,93
13466302,0,2,0,1,1,4,5,3,1,0,3,3
14086439,25,8,3,12,12,35,30,23,5,8,7,8
6939758,29,11,8,5,13,39,25,25,5,14,14,13
12424035,19,9,22,17,7,48,59,19,10,7,28,11
2440846,3,4,0,1,2,7,11,3,0,2,9,0
3891370,2,1,2,0,1,10,16,4,1,3,1,1
13313494,15,1,1,6,0,8,11,6,3,0,3,0
4339924,129,54,56,43,59,190,179,135,28,45,42,34
10023629,27,16,19,26,12,51,36,33,6,8,20,21
19402833,5,3,1,0,3,10,7,3,3,0,4,2
2037605,18,22,14,9,8,45,52,32,3,7,9,21
5505918,1,0,0,0,0,1,1,1,0,0,1,0
18617227,2,2,0,1,1,6,7,4,1,3,0,0
9996642,54,21,33,13,17,66,81,52,12,24,22,27
19432208,4,1,0,2,2,3,5,1,0,1,3,0
13188856,55,27,13,14,19,88,79,62,20,17,30,17
15342457,3,3,1,1,4,4,6,4,2,2,1,6
14914048,34,20,9,18,15,60,41,46,9,12,19,17
13998293,0,1,0,0,0,1,3,1,0,0,1,3
3933017,125,82,94,53,73,269,249,197,30,64,74,93
2700296,84,26,25,46,24,77,101,51,15,35,29,18
5447434,38,14,15,29,10,49,40,41,11,11,14,13
19161241,5,3,2,3,3,7,11,4,1,5,5,5
2601464,15,10,8,12,21,30,37,17,3,25,8,18
7105865,2,0,0,1,0,1,4,1,0,2,0,2
18687775,22,6,4,6,6,23,33,12,6,9,7,9
1851767,160,86,82,60,73,205,203,141,51,92,85,100
17026213,16,5,2,9,4,25,23,9,4,3,4,5
15529937,5,4,0,0,2,11,6,8,2,1,2,0
4907369,9,3,5,9,4,13,11,6,2,3,5,4
18294853,22,9,9,13,21,33,38,25,2,14,12,5
20762151,2,1,1,1,1,5,5,2,0,0,1,1
15529115,7,9,3,3,2,30,35,14,5,5,5,7
908930,118,45,63,38,31,153,152,117,19,39,41,131
13292993,1,0,0,0,1,3,4,1,1,1,0,0
6716444,11,4,2,8,8,7,7,10,3,3,1,1
18704413,9,5,0,12,8,20,24,7,4,7,6,11
4662584,10,3,5,11,3,8,3,4,2,4,1,0
1360873,4,4,1,1,1,13,7,10,3,2,1,1
722085,50,20,27,17,42,83,89,62,14,40,21,39
13928461,1,4,3,2,3,7,7,4,0,2,1,1
1717226,25,12,5,8,11,24,23,13,4,5,14,22
5094957,305,114,107,103,78,271,267,200,59,71,76,144
7717785,6,4,2,1,8,16,22,7,3,10,3,6
12192,456,120,157,271,84,503,507,339,62,131,125,99
7125463,9,2,1,4,5,5,6,2,1,2,2,3
4868150,4,0,3,2,3,10,17,3,2,4,2,0
8283627,19,2,12,6,10,16,20,15,1,7,9,2
12536976,10,12,6,14,5,32,31,19,8,5,9,9
19876256,5,1,0,1,2,11,8,1,3,1,3,4
9508335,2,3,2,0,1,5,6,6,1,1,0,1
8869998,17,12,10,8,6,26,37,22,2,3,6,13
17318955,25,21,18,15,3,53,43,35,7,2,11,2
11084143,74,25,33,28,26,87,115,75,19,35,38,28
17605478,19,8,9,11,4,27,23,14,4,5,6,3
13170459,1,3,0,0,1,4,5,1,0,0,3,0
16453238,1,1,1,2,3,5,5,3,0,2,0,2
3801701,40,21,24,16,11,84,78,48,14,19,14,18
3359768,361,111,157,167,110,331,319,298,51,105,105,170
20728508,2,1,0,2,0,2,5,0,1,0,0,0
15423731,41,18,20,6,14,66,60,49,16,16,14,26
19804501,4,1,1,2,0,4,3,4,0,2,1,0
13016417,5,3,4,3,3,9,9,8,2,0,3,1
7803475,16,6,12,3,7,44,50,21,6,10,10,16
15999396,37,13,17,7,12,42,54,32,7,15,12,13
2995701,161,94,93,52,121,274,290,186,47,115,89,89
20208354,6,1,0,4,0,7,2,5,1,0,1,2
12204936,0,0,0,0,0,1,1,1,0,0,1,0
17804617,9,4,0,2,4,9,11,4,1,2,3,0
2151305,57,17,23,41,9,87,76,55,17,5,19,24
19071002,5,4,0,1,0,7,8,5,2,3,1,8
10746060,0,0,1,0,1,0,1,1,0,0,1,0
16027312,9,6,2,2,2,14,16,6,2,4,10,4
9595863,0,1,1,0,0,1,1,0,0,0,3,0
10791008,13,5,9,3,6,16,14,7,0,8,10,15
18994326,3,1,2,4,1,1,2,1,0,2,2,2
17906998,60,12,23,12,17,74,68,52,10,12,18,10
4475662,1,0,0,1,2,3,3,1,0,0,2,0
17543053,11,7,11,16,4,22,21,11,1,8,10,6
10037236,8,5,2,3,8,18,19,12,3,6,4,4
3869779,188,85,77,70,116,287,291,173,54,127,56,68
15111292,8,4,6,3,5,9,11,5,1,2,3,9
4287402,0,0,0,0,0,0,0,0,0,0,0,0
9956517,2,1,1,1,0,1,1,0,0,0,3,0
10356764,1,0,0,0,0,1,3,0,1,0,0,0
16323227,96,32,26,22,12,128,98,70,25,23,22,13
13828701,129,69,77,78,38,159,151,136,27,33,60,117
17555918,9,3,3,7,4,20,21,5,4,6,5,9
13182531,4,1,0,2,2,7,3,4,1,3,0,3
14182712,4,1,3,6,0,3,5,1,1,1,2,3
13307480,34,14,11,10,6,47,39,34,4,10,14,22
17376200,29,8,10,11,9,41,38,24,5,19,11,11
15085060,8,7,6,3,2,29,30,16,6,6,6,3
12153677,74,16,28,38,24,86,102,49,14,29,26,24
19547469,0,0,0,0,0,2,3,0,0,1,1,1
20459277,1,2,0,0,0,6,4,2,0,1,1,0
16195067,29,18,8,8,9,51,38,28,4,12,16,8
65268,149,64,49,61,44,148,154,105,41,40,51,108
6580431,48,19,16,23,10,54,55,26,7,19,21,12
19316528,15,5,2,10,8,16,15,11,5,5,3,3
14278418,7,2,1,4,3,4,4,7,1,4,2,2
3708783,2,2,2,1,1,7,5,3,0,2,3,3
20604451,9,3,1,9,0,6,1,5,1,2,0,2
16595351,0,2,0,0,0,5,4,1,0,0,1,0
11526590,7,6,7,2,3,21,19,21,6,3,4,5
13330704,134,65,54,76,50,187,167,133,22,42,45,63
3438669,11,3,4,3,4,6,6,6,0,5,5,5
11409352,1,1,3,1,5,7,14,5,2,4,1,7
15774629,21,14,9,3,11,38,33,32,2,11,9,11
16678888,11,3,8,7,3,17,23,9,1,7,4,0
5037772,0,1,1,0,0,1,2,0,0,0,3,0
15079046,3,1,2,3,5,4,10,1,1,5,3,1
16011630,0,1,0,0,0,1,1,0,0,0,2,0
19766456,1,3,0,0,0,4,4,1,0,1,6,0
1433897,4,3,2,1,2,10,10,6,2,4,1,0
4580384,21,20,7,7,11,45,45,20,11,13,22,18
1669123,8,0,4,1,7,6,6,6,0,2,2,5
8626854,158,62,66,70,55,240,214,161,35,56,39,42
13625566,11,5,3,6,1,15,10,12,3,3,0,2
4576821,11,10,13,3,3,17,23,14,5,9,9,12
3171880,8,2,6,1,5,10,15,6,3,6,4,2
752366,19,5,9,2,5,14,28,9,3,6,2,8
6522849,0,0,0,1,0,1,3,0,0,2,0,0
2488227,26,9,9,8,7,24,39,22,2,10,13,5
9764969,11,16,5,9,6,42,36,18,4,2,10,9
19711328,6,3,2,0,1,14,16,5,2,3,4,0
12074139,7,3,2,2,0,7,3,5,0,0,3,8
19652739,8,2,2,0,2,11,10,11,2,5,3,1
981410,1,0,1,0,3,1,3,3,0,2,0,0
3360707,291,64,92,147,100,237,282,197,41,96,64,93
13261922,2,0,0,0,2,1,3,4,1,3,0,1
